00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,22,22,22,22,22,22,22,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,00,00,00,00,00
