3,3,3,2,2,2,3,3,3,0,5,0,0,0,0,0
3,3,3,3,2,3,3,3,3,3,0,0,5,0,0,5
3,3,3,4,2,4,3,3,3,3,3,0,0,0,0,3
3,3,6,4,2,4,3,3,3,3,3,0,5,0,3,5
3,3,3,4,2,4,3,3,3,3,3,3,0,0,0,0
3,3,3,4,2,4,3,3,3,3,3,3,3,3,3,5
3,3,3,4,2,4,3,3,3,3,3,3,3,3,3,0
3,3,3,4,2,4,4,4,4,4,4,4,3,3,3,5
3,3,3,4,2,2,2,2,2,2,2,4,9,3,3,0
3,3,3,4,4,4,4,4,4,4,2,4,3,3,3,3
3,3,3,3,7,3,3,3,3,4,2,4,3,3,3,3
3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3
3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3
3,3,3,3,3,3,3,3,8,4,2,4,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
