03,03,03,02,02,02,03,03,03,00,05,00,00,00,00,00
03,03,03,03,02,03,03,03,03,03,00,00,05,00,00,05
03,03,03,04,02,04,03,03,03,03,03,00,00,00,00,03
03,03,06,04,02,04,03,03,03,03,03,00,05,00,03,05
03,03,03,04,02,04,03,03,03,03,03,03,00,00,00,00
03,03,03,04,02,04,03,03,03,03,03,03,03,03,03,05
03,03,03,04,02,04,03,03,03,03,03,03,03,03,03,00
03,03,03,04,02,04,04,04,04,04,04,04,03,03,03,05
03,03,03,04,02,02,02,02,02,02,02,04,09,03,03,00
03,03,03,04,04,04,04,04,04,04,02,04,03,03,03,03
03,03,03,03,07,03,03,03,03,04,02,04,03,03,03,03
03,03,03,03,03,03,03,03,03,04,02,04,03,03,03,03
03,03,03,03,03,03,03,03,03,04,02,04,03,03,03,03
03,03,03,03,03,03,03,03,08,04,02,04,03,03,03,03
03,03,03,03,03,03,03,03,03,03,02,03,03,03,03,03
03,03,03,03,03,03,03,03,02,02,02,02,02,03,03,03
